profile id;profile name;trajectory id;timestamp;latitude;longitude;type
ead814d0-9b8e-4cf9-b5f5-b748c8aceb55;ArnoldoWaguespack;ArnoldoWaguespack@b7c41755-ffdd-45bb-b1d2-c3bf639d93f2  [profileId ead814d0-9b8e-4cf9-b5f5-b748c8aceb55];2022-06-21T07:04;50,090501;14,406390;poi(place_of_departure)
ead814d0-9b8e-4cf9-b5f5-b748c8aceb55;ArnoldoWaguespack;ArnoldoWaguespack@b7c41755-ffdd-45bb-b1d2-c3bf639d93f2  [profileId ead814d0-9b8e-4cf9-b5f5-b748c8aceb55];2022-06-21T07:04:04.967654035;50,090496;14,406500;waypoint
ead814d0-9b8e-4cf9-b5f5-b748c8aceb55;ArnoldoWaguespack;ArnoldoWaguespack@b7c41755-ffdd-45bb-b1d2-c3bf639d93f2  [profileId ead814d0-9b8e-4cf9-b5f5-b748c8aceb55];2022-06-21T07:04:06.938281033;50,090468;14,406497;waypoint
ead814d0-9b8e-4cf9-b5f5-b748c8aceb55;ArnoldoWaguespack;ArnoldoWaguespack@b7c41755-ffdd-45bb-b1d2-c3bf639d93f2  [profileId ead814d0-9b8e-4cf9-b5f5-b748c8aceb55];2022-06-21T07:04:10.818097119;50,090471;14,406411;waypoint
ead814d0-9b8e-4cf9-b5f5-b748c8aceb55;ArnoldoWaguespack;ArnoldoWaguespack@b7c41755-ffdd-45bb-b1d2-c3bf639d93f2  [profileId ead814d0-9b8e-4cf9-b5f5-b748c8aceb55];2022-06-21T07:04:29.088835422;50,090485;14,406006;waypoint
ead814d0-9b8e-4cf9-b5f5-b748c8aceb55;ArnoldoWaguespack;ArnoldoWaguespack@b7c41755-ffdd-45bb-b1d2-c3bf639d93f2  [profileId ead814d0-9b8e-4cf9-b5f5-b748c8aceb55];2022-06-21T07:04:40.278496219;50,090476;14,405758;waypoint
ead814d0-9b8e-4cf9-b5f5-b748c8aceb55;ArnoldoWaguespack;ArnoldoWaguespack@b7c41755-ffdd-45bb-b1d2-c3bf639d93f2  [profileId ead814d0-9b8e-4cf9-b5f5-b748c8aceb55];2022-06-21T07:05:01.295590233;50,090323;14,405357;waypoint
ead814d0-9b8e-4cf9-b5f5-b748c8aceb55;ArnoldoWaguespack;ArnoldoWaguespack@b7c41755-ffdd-45bb-b1d2-c3bf639d93f2  [profileId ead814d0-9b8e-4cf9-b5f5-b748c8aceb55];2022-06-21T07:05:01.831895016;50,090318;14,405348;waypoint
ead814d0-9b8e-4cf9-b5f5-b748c8aceb55;ArnoldoWaguespack;ArnoldoWaguespack@b7c41755-ffdd-45bb-b1d2-c3bf639d93f2  [profileId ead814d0-9b8e-4cf9-b5f5-b748c8aceb55];2022-06-21T07:05:03.278071664;50,090333;14,405326;waypoint
ead814d0-9b8e-4cf9-b5f5-b748c8aceb55;ArnoldoWaguespack;ArnoldoWaguespack@b7c41755-ffdd-45bb-b1d2-c3bf639d93f2  [profileId ead814d0-9b8e-4cf9-b5f5-b748c8aceb55];2022-06-21T07:05:04.693757538;50,090348;14,405305;waypoint
ead814d0-9b8e-4cf9-b5f5-b748c8aceb55;ArnoldoWaguespack;ArnoldoWaguespack@b7c41755-ffdd-45bb-b1d2-c3bf639d93f2  [profileId ead814d0-9b8e-4cf9-b5f5-b748c8aceb55];2022-06-21T07:05:22.520871160;50,090187;14,404999;waypoint
ead814d0-9b8e-4cf9-b5f5-b748c8aceb55;ArnoldoWaguespack;ArnoldoWaguespack@b7c41755-ffdd-45bb-b1d2-c3bf639d93f2  [profileId ead814d0-9b8e-4cf9-b5f5-b748c8aceb55];2022-06-21T07:05:25.252059639;50,090165;14,404949;waypoint
ead814d0-9b8e-4cf9-b5f5-b748c8aceb55;ArnoldoWaguespack;ArnoldoWaguespack@b7c41755-ffdd-45bb-b1d2-c3bf639d93f2  [profileId ead814d0-9b8e-4cf9-b5f5-b748c8aceb55];2022-06-21T07:05:30.371388043;50,090097;14,404908;waypoint
ead814d0-9b8e-4cf9-b5f5-b748c8aceb55;ArnoldoWaguespack;ArnoldoWaguespack@b7c41755-ffdd-45bb-b1d2-c3bf639d93f2  [profileId ead814d0-9b8e-4cf9-b5f5-b748c8aceb55];2022-06-21T07:05:32.133861466;50,090099;14,404869;waypoint
ead814d0-9b8e-4cf9-b5f5-b748c8aceb55;ArnoldoWaguespack;ArnoldoWaguespack@b7c41755-ffdd-45bb-b1d2-c3bf639d93f2  [profileId ead814d0-9b8e-4cf9-b5f5-b748c8aceb55];2022-06-21T07:05:43.869535238;50,090081;14,404610;waypoint
ead814d0-9b8e-4cf9-b5f5-b748c8aceb55;ArnoldoWaguespack;ArnoldoWaguespack@b7c41755-ffdd-45bb-b1d2-c3bf639d93f2  [profileId ead814d0-9b8e-4cf9-b5f5-b748c8aceb55];2022-06-21T07:05:53.313977158;50,090056;14,404404;waypoint
ead814d0-9b8e-4cf9-b5f5-b748c8aceb55;ArnoldoWaguespack;ArnoldoWaguespack@b7c41755-ffdd-45bb-b1d2-c3bf639d93f2  [profileId ead814d0-9b8e-4cf9-b5f5-b748c8aceb55];2022-06-21T07:06:17.005966837;50,089921;14,403922;waypoint
ead814d0-9b8e-4cf9-b5f5-b748c8aceb55;ArnoldoWaguespack;ArnoldoWaguespack@b7c41755-ffdd-45bb-b1d2-c3bf639d93f2  [profileId ead814d0-9b8e-4cf9-b5f5-b748c8aceb55];2022-06-21T07:06:45.610609235;50,089518;14,403829;waypoint
ead814d0-9b8e-4cf9-b5f5-b748c8aceb55;ArnoldoWaguespack;ArnoldoWaguespack@b7c41755-ffdd-45bb-b1d2-c3bf639d93f2  [profileId ead814d0-9b8e-4cf9-b5f5-b748c8aceb55];2022-06-21T07:06:49.752352716;50,089464;14,403792;waypoint
ead814d0-9b8e-4cf9-b5f5-b748c8aceb55;ArnoldoWaguespack;ArnoldoWaguespack@b7c41755-ffdd-45bb-b1d2-c3bf639d93f2  [profileId ead814d0-9b8e-4cf9-b5f5-b748c8aceb55];2022-06-21T07:06:56.391694242;50,089370;14,403776;waypoint
ead814d0-9b8e-4cf9-b5f5-b748c8aceb55;ArnoldoWaguespack;ArnoldoWaguespack@b7c41755-ffdd-45bb-b1d2-c3bf639d93f2  [profileId ead814d0-9b8e-4cf9-b5f5-b748c8aceb55];2022-06-21T07:07:20.125041869;50,089032;14,403781;waypoint
